0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
31~32,4,22201~41210,11,9,2,1~3,0,0~4,1,0,0,20~40,39,1.0
30~31,4,59083~85708,11,9,2,1,0,1~4,1,0,0,40,39,1.0
30~31,4,59083~85708,11,9,2,1,0,1~4,1,0,0,40,39,1.0
30~31,4,59083~85708,11,9,2,1,0,1~4,1,0,0,40,39,1.0
29~31,4,56026~80933,11,9,2,3,0,0~4,1,0,0,40,39,1.0
29~31,4,56026~80933,11,9,2,3,0,0~4,1,0,0,40,39,1.0
29~31,4,56026~80933,11,9,2,3,0,0~4,1,0,0,40,39,1.0
29~31,4,56026~80933,11,9,2,3,0,0~4,1,0,0,40,39,1.0
32,2~4,72591~84119,11,9,2,1~3,0,4,1,0,0,40,39,1.0
32,2~4,72591~84119,11,9,2,1~3,0,4,1,0,0,40,39,1.0
32,2~4,72591~84119,11,9,2,1~3,0,4,1,0,0,40,39,1.0
29~30,0~4,93973~119793,1~5,4~7,2,0~3,0,3~4,1,0,0,35~40,26~39,1.0
29~30,0~4,93973~119793,1~5,4~7,2,0~3,0,3~4,1,0,0,35~40,26~39,1.0
29~30,0~4,93973~119793,1~5,4~7,2,0~3,0,3~4,1,0,0,35~40,26~39,1.0
29~30,0~4,93973~119793,1~5,4~7,2,0~3,0,3~4,1,0,0,35~40,26~39,1.0
29~30,0~4,93973~119793,1~5,4~7,2,0~3,0,3~4,1,0,0,35~40,26~39,0.0
29~30,0~4,97723~116508,11,9,2,0~3,0,4,1,0,0,35~40,6~39,1.0
29~30,0~4,97723~116508,11,9,2,0~3,0,4,1,0,0,35~40,6~39,1.0
29~30,0~4,97723~116508,11,9,2,0~3,0,4,1,0,0,35~40,6~39,1.0
29~30,0~4,97723~116508,11,9,2,0~3,0,4,1,0,0,35~40,6~39,1.0
29~30,0~4,97723~116508,11,9,2,0~3,0,4,1,0,0,35~40,6~39,0.0
31~32,0~4,86143~112115,0~11,6~9,2,0~3,0,1~4,1,0,0,40,30~39,0.0
31~32,0~4,86143~112115,0~11,6~9,2,0~3,0,1~4,1,0,0,40,30~39,1.0
31~32,0~4,86143~112115,0~11,6~9,2,0~3,0,1~4,1,0,0,40,30~39,1.0
31~32,0~4,86143~112115,0~11,6~9,2,0~3,0,1~4,1,0,0,40,30~39,1.0
31~32,0~4,86143~112115,0~11,6~9,2,0~3,0,1~4,1,0,0,40,30~39,0.0
31~32,4,113364~119033,11,9,2,3,0,4,1,0,0,40,39,0.0
31~32,4,113364~119033,11,9,2,3,0,4,1,0,0,40,39,1.0
31~32,4,113364~119033,11,9,2,3,0,4,1,0,0,40,39,1.0
31~32,4,113364~119033,11,9,2,3,0,4,1,0,0,40,39,1.0
31~32,4,113364~119033,11,9,2,3,0,4,1,0,0,40,39,1.0
29~30,4,120359~132874,11,9,2,1~3,0,1~4,1,0,0,40,39,1.0
29~30,4,120359~132874,11,9,2,1~3,0,1~4,1,0,0,40,39,1.0
29~30,4,120359~132874,11,9,2,1~3,0,1~4,1,0,0,40,39,1.0
29~30,4,120359~132874,11,9,2,1~3,0,1~4,1,0,0,40,39,1.0
29~30,4,120359~132874,11,9,2,1~3,0,1~4,1,0,0,40,39,1.0
29~30,4,134331~151868,0~11,3~9,2,1~3,0,4,1,0,0,40,26~39,1.0
29~30,4,134331~151868,0~11,3~9,2,1~3,0,4,1,0,0,40,26~39,1.0
29~30,4,134331~151868,0~11,3~9,2,1~3,0,4,1,0,0,40,26~39,1.0
29~30,4,134331~151868,0~11,3~9,2,1~3,0,4,1,0,0,40,26~39,1.0
29~30,4,134331~151868,0~11,3~9,2,1~3,0,4,1,0,0,40,26~39,1.0
31~32,2~4,124420~131633,1~11,7~9,2,3,0,4,1,0,0,40,39,0.0
31~32,2~4,124420~131633,1~11,7~9,2,3,0,4,1,0,0,40,39,1.0
31~32,2~4,124420~131633,1~11,7~9,2,3,0,4,1,0,0,40,39,1.0
31~32,2~4,124420~131633,1~11,7~9,2,3,0,4,1,0,0,40,39,1.0
31~32,2~4,133503~150324,1~11,7~9,2,1~3,0,0~4,1,0,0,40,26~39,1.0
31~32,2~4,133503~150324,1~11,7~9,2,1~3,0,0~4,1,0,0,40,26~39,1.0
31~32,2~4,133503~150324,1~11,7~9,2,1~3,0,0~4,1,0,0,40,26~39,1.0
31~32,2~4,133503~150324,1~11,7~9,2,1~3,0,0~4,1,0,0,40,26~39,1.0
31~32,2~4,133503~150324,1~11,7~9,2,1~3,0,0~4,1,0,0,40,26~39,1.0
29~30,4,152951~163867,11,9,2,3,0,4,1,0,0,40,39,0.0
29~30,4,152951~163867,11,9,2,3,0,4,1,0,0,40,39,1.0
29~30,4,152951~163867,11,9,2,3,0,4,1,0,0,40,39,1.0
29~30,4,173851~183801,11,9,2,3,0,4,1,0,0,40,39,1.0
29~30,4,173851~183801,11,9,2,3,0,4,1,0,0,40,39,1.0
29~30,4,173851~183801,11,9,2,3,0,4,1,0,0,40,39,1.0
31,1~4,158291~166626,1~11,7~9,2,1~3,0,4,1,0,0,40,26~39,1.0
31,1~4,158291~166626,1~11,7~9,2,1~3,0,4,1,0,0,40,26~39,0.0
31,1~4,158291~166626,1~11,7~9,2,1~3,0,4,1,0,0,40,26~39,1.0
31,4,168961~176430,11,9,2,3,0,1~4,1,0,0,40,39,1.0
31,4,168961~176430,11,9,2,3,0,1~4,1,0,0,40,39,1.0
31,4,168961~176430,11,9,2,3,0,1~4,1,0,0,40,39,1.0
32,4,175878~182323,0~6,4~7,2,3,0,4,1,0,0,35~40,39,1.0
32,4,175878~182323,0~6,4~7,2,3,0,4,1,0,0,35~40,39,1.0
32,4,175878~182323,0~6,4~7,2,3,0,4,1,0,0,35~40,39,0.0
32,4,175878~182323,0~6,4~7,2,3,0,4,1,0,0,35~40,39,0.0
32,0~4,153353~169186,11,9,2,0~3,0,4,1,0,0,5~40,39,1.0
32,0~4,153353~169186,11,9,2,0~3,0,4,1,0,0,5~40,39,1.0
32,0~4,153353~169186,11,9,2,0~3,0,4,1,0,0,5~40,39,1.0
32,0~4,153353~169186,11,9,2,0~3,0,4,1,0,0,5~40,39,0.0
25~29,0~2,44216~121040,11,9,0~2,0~1,1,0~2,0,0,0,33~40,1~39,1.0
25~29,0~2,44216~121040,11,9,0~2,0~1,1,0~2,0,0,0,33~40,1~39,1.0
25~29,0~2,44216~121040,11,9,0~2,0~1,1,0~2,0,0,0,33~40,1~39,1.0
25~29,0~2,44216~121040,11,9,0~2,0~1,1,0~2,0,0,0,33~40,1~39,1.0
25~31,0~2,63996~167261,6~11,5~9,0,0~1,1,4,0,0,0,15~40,39,1.0
25~31,0~2,63996~167261,6~11,5~9,0,0~1,1,4,0,0,0,15~40,39,1.0
25~31,0~2,63996~167261,6~11,5~9,0,0~1,1,4,0,0,0,15~40,39,1.0
25~31,0~2,63996~167261,6~11,5~9,0,0~1,1,4,0,0,0,15~40,39,1.0
26~28,4,118799~184078,1~11,7~9,0,1~3,1,4,0,0,0,35~40,39,1.0
26~28,4,118799~184078,1~11,7~9,0,1~3,1,4,0,0,0,35~40,39,1.0
26~28,4,118799~184078,1~11,7~9,0,1~3,1,4,0,0,0,35~40,39,1.0
26~28,4,118799~184078,1~11,7~9,0,1~3,1,4,0,0,0,35~40,39,1.0
30~31,4,55104~181751,6~11,5~9,0,1~3,1,4,0,0,0,25~40,39,1.0
30~31,4,55104~181751,6~11,5~9,0,1~3,1,4,0,0,0,25~40,39,1.0
30~31,4,55104~181751,6~11,5~9,0,1~3,1,4,0,0,0,25~40,39,1.0
30~31,4,55104~181751,6~11,5~9,0,1~3,1,4,0,0,0,25~40,39,1.0
21~27,0~4,23813~103634,0~11,6~9,0,0~3,1,0~4,1,0,0,38~40,39,1.0
21~27,0~4,23813~103634,0~11,6~9,0,0~3,1,0~4,1,0,0,38~40,39,1.0
21~27,0~4,23813~103634,0~11,6~9,0,0~3,1,0~4,1,0,0,38~40,39,1.0
21~27,0~4,23813~103634,0~11,6~9,0,0~3,1,0~4,1,0,0,38~40,39,1.0
22~26,4,122346~182380,11,9,0,3,1,4,1,0,0,40,39,1.0
22~26,4,122346~182380,11,9,0,3,1,4,1,0,0,40,39,1.0
22~26,4,122346~182380,11,9,0,3,1,4,1,0,0,40,39,1.0
22~26,4,122346~182380,11,9,0,3,1,4,1,0,0,40,39,1.0
22~26,4,122346~182380,11,9,0,3,1,4,1,0,0,40,39,1.0
29~32,4,64658~153588,11,9,0,3,1,4,1,0,0,40,39,1.0
29~32,4,64658~153588,11,9,0,3,1,4,1,0,0,40,39,1.0
29~32,4,64658~153588,11,9,0,3,1,4,1,0,0,40,39,1.0
29~32,4,64658~153588,11,9,0,3,1,4,1,0,0,40,39,1.0
29~32,4,172403~184207,1~11,7~9,0,3,1,4,1,0,0,30~40,39,1.0
29~32,4,172403~184207,1~11,7~9,0,3,1,4,1,0,0,30~40,39,1.0
29~32,4,172403~184207,1~11,7~9,0,3,1,4,1,0,0,30~40,39,1.0
29~32,4,172403~184207,1~11,7~9,0,3,1,4,1,0,0,30~40,39,1.0
35,0~4,22463~38294,3~11,2~9,2,0~3,0,4,1,0,0,15~40,39,1.0
35,0~4,22463~38294,3~11,2~9,2,0~3,0,4,1,0,0,15~40,39,1.0
35,0~4,22463~38294,3~11,2~9,2,0~3,0,4,1,0,0,15~40,39,1.0
35,0~4,22463~38294,3~11,2~9,2,0~3,0,4,1,0,0,15~40,39,1.0
35,0~4,22463~38294,3~11,2~9,2,0~3,0,4,1,0,0,15~40,39,1.0
33~35,4,48520~54953,11,9,2,1~3,0,4,1,0,0,35~40,39,1.0
33~35,4,48520~54953,11,9,2,1~3,0,4,1,0,0,35~40,39,1.0
33~35,4,48520~54953,11,9,2,1~3,0,4,1,0,0,35~40,39,1.0
33~35,4,48520~54953,11,9,2,1~3,0,4,1,0,0,35~40,39,0.0
33~35,4,48520~54953,11,9,2,1~3,0,4,1,0,0,35~40,39,1.0
33~34,0~4,55176~84130,3~11,2~9,2,0~3,0,4,1,0,0,35~40,26~39,1.0
33~34,0~4,55176~84130,3~11,2~9,2,0~3,0,4,1,0,0,35~40,26~39,1.0
33~34,0~4,55176~84130,3~11,2~9,2,0~3,0,4,1,0,0,35~40,26~39,1.0
33~34,0~4,55176~84130,3~11,2~9,2,0~3,0,4,1,0,0,35~40,26~39,1.0
33~34,0~4,55176~84130,3~11,2~9,2,0~3,0,4,1,0,0,35~40,26~39,1.0
35,0~4,57640~61343,11,9,2,0~3,0,4,1,0,0,35~40,39,1.0
35,0~4,57640~61343,11,9,2,0~3,0,4,1,0,0,35~40,39,1.0
35,0~4,57640~61343,11,9,2,0~3,0,4,1,0,0,35~40,39,1.0
35,4,65876~76878,1~11,4~9,2,1~3,0,4,1,0,0,40,22~39,1.0
35,4,65876~76878,1~11,4~9,2,1~3,0,4,1,0,0,40,22~39,1.0
35,4,65876~76878,1~11,4~9,2,1~3,0,4,1,0,0,40,22~39,1.0
36~37,1~4,29814~43712,0~11,6~9,2,1~3,0,4,1,0,0,40,9~39,1.0
36~37,1~4,29814~43712,0~11,6~9,2,1~3,0,4,1,0,0,40,9~39,1.0
36~37,1~4,29814~43712,0~11,6~9,2,1~3,0,4,1,0,0,40,9~39,0.0
36~37,1~4,29814~43712,0~11,6~9,2,1~3,0,4,1,0,0,40,9~39,1.0
36~37,1~4,29814~43712,0~11,6~9,2,1~3,0,4,1,0,0,40,9~39,1.0
36,4,48268~62346,1~11,7~9,2,3,0,2~4,1,0,0,40,39,1.0
36,4,48268~62346,1~11,7~9,2,3,0,2~4,1,0,0,40,39,1.0
36,4,48268~62346,1~11,7~9,2,3,0,2~4,1,0,0,40,39,1.0
36~37,1~4,67317~77953,11,9,2,1~3,0,0~4,1,0,0,40,39,1.0
36~37,1~4,67317~77953,11,9,2,1~3,0,0~4,1,0,0,40,39,1.0
36~37,1~4,67317~77953,11,9,2,1~3,0,0~4,1,0,0,40,39,1.0
33~35,4,85374~98168,11,9,2,3,0,4,1,0,0,30~40,39,1.0
33~35,4,85374~98168,11,9,2,3,0,4,1,0,0,30~40,39,1.0
33~35,4,85374~98168,11,9,2,3,0,4,1,0,0,30~40,39,0.0
34,4,107417~112139,11,9,2,1~3,0,4,1,0,0,40,11~39,1.0
34,4,107417~112139,11,9,2,1~3,0,4,1,0,0,40,11~39,0.0
34,4,107417~112139,11,9,2,1~3,0,4,1,0,0,40,11~39,1.0
34,4,107417~112139,11,9,2,1~3,0,4,1,0,0,40,11~39,1.0
33,4,116508~125856,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,116508~125856,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,116508~125856,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
34~35,0~4,112158~126569,0~11,6~9,2,0~3,0,4,1,0,0,30~40,39,1.0
34~35,0~4,112158~126569,0~11,6~9,2,0~3,0,4,1,0,0,30~40,39,1.0
34~35,0~4,112158~126569,0~11,6~9,2,0~3,0,4,1,0,0,30~40,39,0.0
34~35,0~4,112158~126569,0~11,6~9,2,0~3,0,4,1,0,0,30~40,39,1.0
36,0~4,99872~104772,11,9,2,0~3,0,1~4,1,0,0,15~40,19~39,1.0
36,0~4,99872~104772,11,9,2,0~3,0,1~4,1,0,0,15~40,19~39,1.0
36,0~4,99872~104772,11,9,2,0~3,0,1~4,1,0,0,15~40,19~39,0.0
36,0~4,99872~104772,11,9,2,0~3,0,1~4,1,0,0,15~40,19~39,0.0
36,4,107737~122493,0~11,6~9,2,3,0,4,1,0,0,40,32~39,1.0
36,4,107737~122493,0~11,6~9,2,3,0,4,1,0,0,40,32~39,1.0
36,4,107737~122493,0~11,6~9,2,3,0,4,1,0,0,40,32~39,0.0
36,4,107737~122493,0~11,6~9,2,3,0,4,1,0,0,40,32~39,1.0
36,4,107737~122493,0~11,6~9,2,3,0,4,1,0,0,40,32~39,1.0
37,2~4,99233~108540,11,9,2,1~3,0,4,1,0,0,40,39,1.0
37,2~4,99233~108540,11,9,2,1~3,0,4,1,0,0,40,39,0.0
37,2~4,99233~108540,11,9,2,1~3,0,4,1,0,0,40,39,1.0
37,2~4,99233~108540,11,9,2,1~3,0,4,1,0,0,40,39,1.0
37,1~4,112271~126675,1~11,7~9,2,1~3,0,4,1,0,0,25~40,39,0.0
37,1~4,112271~126675,1~11,7~9,2,1~3,0,4,1,0,0,25~40,39,1.0
37,1~4,112271~126675,1~11,7~9,2,1~3,0,4,1,0,0,25~40,39,0.0
37,1~4,112271~126675,1~11,7~9,2,1~3,0,4,1,0,0,25~40,39,1.0
37,1~4,112271~126675,1~11,7~9,2,1~3,0,4,1,0,0,25~40,39,1.0
33,4,136331~147700,11,9,2,3,0,3~4,1,0,0,30~40,39,1.0
33,4,136331~147700,11,9,2,3,0,3~4,1,0,0,30~40,39,1.0
33,4,136331~147700,11,9,2,3,0,3~4,1,0,0,30~40,39,1.0
33,4,136331~147700,11,9,2,3,0,3~4,1,0,0,30~40,39,1.0
33,4,150154~160784,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,150154~160784,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,150154~160784,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,150154~160784,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
33,4,150154~160784,0~11,6~9,2,3,0,4,1,0,0,40,39,1.0
34~35,4,132565~152453,1~2,7~8,2,3,0,4,1,0,0,40,13~39,1.0
34~35,4,132565~152453,1~2,7~8,2,3,0,4,1,0,0,40,13~39,1.0
34~35,4,132565~152453,1~2,7~8,2,3,0,4,1,0,0,40,13~39,1.0
34~35,4,132565~152453,1~2,7~8,2,3,0,4,1,0,0,40,13~39,1.0
34~35,0~4,129305~157289,11,9,2,0~3,0,4,1,0,0,25~40,39,1.0
34~35,0~4,129305~157289,11,9,2,0~3,0,4,1,0,0,25~40,39,1.0
34~35,0~4,129305~157289,11,9,2,0~3,0,4,1,0,0,25~40,39,1.0
34~35,0~4,129305~157289,11,9,2,0~3,0,4,1,0,0,25~40,39,1.0
34~35,0~4,129305~157289,11,9,2,0~3,0,4,1,0,0,25~40,39,1.0
33,1~4,170769~181091,2~11,8~9,2,1~3,0,2~4,1,0,0,16~40,39,1.0
33,1~4,170769~181091,2~11,8~9,2,1~3,0,2~4,1,0,0,16~40,39,1.0
33,1~4,170769~181091,2~11,8~9,2,1~3,0,2~4,1,0,0,16~40,39,1.0
33,1~4,170769~181091,2~11,8~9,2,1~3,0,2~4,1,0,0,16~40,39,1.0
33,1~4,170769~181091,2~11,8~9,2,1~3,0,2~4,1,0,0,16~40,39,1.0
34,1~4,164748~183778,0~11,6~9,2,2~3,0,4,1,0,0,40,39,1.0
34,1~4,164748~183778,0~11,6~9,2,2~3,0,4,1,0,0,40,39,1.0
34,1~4,164748~183778,0~11,6~9,2,2~3,0,4,1,0,0,40,39,1.0
34,1~4,164748~183778,0~11,6~9,2,2~3,0,4,1,0,0,40,39,1.0
34,1~4,164748~183778,0~11,6~9,2,2~3,0,4,1,0,0,40,39,1.0
35,4,167062~180342,11,9,2,1~3,0,4,1,0,0,40,39,1.0
35,4,167062~180342,11,9,2,1~3,0,4,1,0,0,40,39,1.0
35,4,167062~180342,11,9,2,1~3,0,4,1,0,0,40,39,1.0
35,4,167062~180342,11,9,2,1~3,0,4,1,0,0,40,39,1.0
35,1~4,181099~183892,0~11,6~9,2,1~3,0,4,1,0,0,40,39,1.0
35,1~4,181099~183892,0~11,6~9,2,1~3,0,4,1,0,0,40,39,1.0
35,1~4,181099~183892,0~11,6~9,2,1~3,0,4,1,0,0,40,39,1.0
35,1~4,181099~183892,0~11,6~9,2,1~3,0,4,1,0,0,40,39,1.0
36~37,4,128876~149898,0~1,6~7,2,3,0,4,1,0,0,40,39,1.0
36~37,4,128876~149898,0~1,6~7,2,3,0,4,1,0,0,40,39,1.0
36~37,4,128876~149898,0~1,6~7,2,3,0,4,1,0,0,40,39,1.0
36~37,2~4,131459~155537,5~11,4~9,2,3,0,4,1,0,0,25~40,39,1.0
36~37,2~4,131459~155537,5~11,4~9,2,3,0,4,1,0,0,25~40,39,1.0
36~37,2~4,131459~155537,5~11,4~9,2,3,0,4,1,0,0,25~40,39,1.0
36~37,2~4,131459~155537,5~11,4~9,2,3,0,4,1,0,0,25~40,39,1.0
36~37,4,156266~160035,11,9,2,3,0,0~4,1,0,0,40,39,1.0
36~37,4,156266~160035,11,9,2,3,0,0~4,1,0,0,40,39,0.0
36~37,4,156266~160035,11,9,2,3,0,0~4,1,0,0,40,39,1.0
36~37,1~4,160192~166549,11,9,2,3,0,4,1,0,0,40,39,1.0
36~37,1~4,160192~166549,11,9,2,3,0,4,1,0,0,40,39,1.0
36~37,1~4,160192~166549,11,9,2,3,0,4,1,0,0,40,39,0.0
36~37,1~4,160192~166549,11,9,2,3,0,4,1,0,0,40,39,1.0
36,4,166606~172706,1~11,7~9,2,3,0,4,1,0,0,40,33~39,1.0
36,4,166606~172706,1~11,7~9,2,3,0,4,1,0,0,40,33~39,1.0
36,4,166606~172706,1~11,7~9,2,3,0,4,1,0,0,40,33~39,1.0
36,4,166606~172706,1~11,7~9,2,3,0,4,1,0,0,40,33~39,1.0
36,4,166606~172706,1~11,7~9,2,3,0,4,1,0,0,40,33~39,1.0
36,0~4,175643~184498,1~11,7~9,2,0~3,0,3~4,1,0,0,35~40,39,1.0
36,0~4,175643~184498,1~11,7~9,2,0~3,0,3~4,1,0,0,35~40,39,1.0
36,0~4,175643~184498,1~11,7~9,2,0~3,0,3~4,1,0,0,35~40,39,1.0
36,0~4,175643~184498,1~11,7~9,2,0~3,0,3~4,1,0,0,35~40,39,1.0
36,0~4,175643~184498,1~11,7~9,2,0~3,0,3~4,1,0,0,35~40,39,1.0
37,4,170020~185359,4~11,3~9,2,1~3,0,2~4,1,0,0,40,0~39,1.0
37,4,170020~185359,4~11,3~9,2,1~3,0,2~4,1,0,0,40,0~39,1.0
37,4,170020~185359,4~11,3~9,2,1~3,0,2~4,1,0,0,40,0~39,1.0
37,4,170020~185359,4~11,3~9,2,1~3,0,2~4,1,0,0,40,0~39,1.0
37,4,170020~185359,4~11,3~9,2,1~3,0,2~4,1,0,0,40,0~39,1.0
